registry_name,java_class,category,width,height,model_class,tier,artist_tier,animation_class,status,status_note,geo_file,rig_source,in_game,animation_file,bbmodel_file,spec_file,bones,cubes,clips_shipped,textures_referenced,canonical_textures,expected_scale,expected_shadow,pin_status,harness_proof,hitbox_profile,locked_bones,artist_scope,effort_hours,effort_source,client_files,notes
shoes,Shoes,MISC,0.25,0.25,,,no tier (not in the G0 inventory),,excluded,"projectile (extends ThrowableProjectile): no rig, no artist work",,none,,,,,,,,0,0,0.5,0,not_applicable,,,,,,,,
sunspot_urchin,SunspotUrchin,MISC,0.25,0.25,,,no tier (not in the G0 inventory),,excluded,"projectile (extends ThrowableProjectile): no rig, no artist work",,none,,,,,,,,0,0,0.5,0,not_applicable,,,,,,,,
thunder_bolt,ThunderBolt,MISC,0.25,0.25,,,no tier (not in the G0 inventory),,excluded,"projectile (extends ThrowableProjectile): no rig, no artist work",,none,,,,,,,,0,0,,,no pin,,,,,,,LegacyFallbackBoxRenderer,
water_ball,WaterBall,MISC,0.25,0.25,,,no tier (not in the G0 inventory),,excluded,"projectile (extends ThrowableProjectile): no rig, no artist work",,none,,,,,,,,0,0,0.5,0,not_applicable,,,,,,,,
ice_ball,IceBall,MISC,0.25,0.25,,,no tier (not in the G0 inventory),,excluded,"projectile (extends LaserBall): no rig, no artist work",,none,,,,,,,,0,0,0.5,0,not_applicable,,,,,,,,
acid,Acid,MISC,0.25,0.25,,,no tier (not in the G0 inventory),,excluded,"projectile (extends LaserBall): no rig, no artist work",,none,,,,,,,,0,0,0.5,0,not_applicable,,,,,,,,
dead_irukandji,DeadIrukandji,MISC,0.25,0.25,,,no tier (not in the G0 inventory),,excluded,"projectile (extends LaserBall): no rig, no artist work",,none,,,,,,,,0,0,0.5,0,not_applicable,,,,,,,,
ultimate_arrow,UltimateArrow,MISC,0.5,0.5,,,no tier (not in the G0 inventory),,excluded,"projectile (extends AbstractArrow): no rig, no artist work",,none,,,,,,,,0,0,0.05625,0,not_applicable,,,,,,,,
irukandji_arrow,IrukandjiArrow,MISC,0.5,0.5,,,no tier (not in the G0 inventory),,excluded,"projectile (extends AbstractArrow): no rig, no artist work",,none,,,,,,,,0,0,,,no pin,,,,,,,,
ultimate_fish_hook,UltimateFishHook,MISC,0.25,0.25,,,no tier (not in the G0 inventory),,excluded,"fish hook (extends FishingHook): no rig, no artist work",,none,,,,,,,,0,0,0.5,0,not_applicable,,,,,,,,
lava_loving_item,EntityLavaLovingItem,MISC,0.25,0.25,,,no tier (not in the G0 inventory),,excluded,"item entity (extends ItemEntity): no rig, no artist work",,none,,,,,,,,0,0,,,no pin,,,,,,,,
